ID_Producto,Nombre_Producto,Categoria,Marca,Precio_Costo,Precio_Venta,Stock_Actual
00861,suddenly,Accessory,Chen Inc,235.0,112.38,47
00862,white,Laptop,Bentley Ltd,356.33,88.81,12
00863,money,Accessory,Warner LLC,172.2,237.29,6
00864,either,Tablet,Norton PLC,308.86,479.06,3
00865,also,Accessory,Sharp LLC,65.28,493.63,60
"00866,enough,Smartphone,""Anderson, Obrien and Russo"",204.66,116.95,6"
00867,close,Laptop,Newman Ltd,350.73,694.15,1
00868,later,Accessory,Dennis Group,258.18,222.47,95
00869,success,Accessory,Thomas LLC,91.82,625.61,96
00870,very,Tablet,Wright PLC,107.13,135.5,41
00871,need,Smartphone,Barry-Fox,312.98,100.06,99
00872,some,Tablet,Davis PLC,67.96,203.83,52
00873,free,Smartphone,Smith PLC,117.01,251.66,2
00874,prove,Accessory,Russell Group,173.67,329.05,14
00875,federal,Laptop,Campbell Inc,210.23,300.89,11
00876,someone,Tablet,Fuller Inc,138.12,669.18,97
00877,table,Accessory,Morrison-Perez,58.65,618.7,16
00878,about,Smartphone,Browning LLC,277.89,369.8,44
00879,hour,Smartphone,Lowe-Taylor,187.15,430.23,24
00880,generation,Accessory,Collins-Warner,161.08,347.64,65
00881,stuff,Laptop,Mayer Inc,155.93,617.88,12
00882,laugh,Smartphone,Johnson-Burton,244.08,226.28,87
00883,couple,Tablet,Johnson-Holland,121.88,265.58,64
00884,character,Tablet,Nelson-Thompson,247.73,99.32,25
00885,face,Laptop,Delgado-Bentley,277.15,699.22,42
"00886,trade,Smartphone,""Stewart, Lang and Bryant"",468.58,369.65,21"
00887,begin,Smartphone,Brooks and Sons,392.49,183.94,28
00888,create,Laptop,Martin LLC,253.44,385.68,29
00889,family,Accessory,Robertson-Davis,72.9,681.88,87
00890,produce,Smartphone,Stanley-Garcia,73.11,376.32,27
00891,act,Smartphone,Delgado-Winters,155.55,422.86,24
"00892,happen,Tablet,""Miles, Perez and Thompson"",174.08,242.86,89"
00893,thing,Laptop,Potter-Smith,351.85,483.87,54
00894,race,Tablet,Willis-Wyatt,168.54,89.32,34
00895,bring,Laptop,Farley Group,388.43,487.32,4
00896,performance,Accessory,Kelley Inc,396.4,75.26,90
"00897,physical,Laptop,""Diaz, Torres and Collins"",480.2,369.77,74"
"00898,actually,Tablet,""Webb, Jennings and Baxter"",281.85,318.56,37"
"00899,skill,Tablet,""Arellano, Woods and Matthews"",127.03,502.94,64"
00900,dark,Smartphone,Gutierrez LLC,127.74,127.63,91
"00901,above,Smartphone,""Davidson, Rodriguez and Johnson"",376.37,551.04,90"
00902,without,Laptop,Spencer PLC,322.95,606.55,81
00903,consumer,Tablet,Ortega-Meyers,65.34,567.01,75
00904,that,Laptop,Thomas Group,364.72,651.95,50
"00905,him,Tablet,""Mclaughlin, Atkins and Ward"",67.92,412.82,67"
"00906,long,Smartphone,""Ramirez, Hill and Pierce"",222.73,594.59,1"
00907,subject,Laptop,Johnson Group,86.33,143.37,90
"00908,still,Accessory,""Mcgee, Green and Cortez"",52.56,682.22,73"
00909,specific,Accessory,Ward Ltd,145.71,539.51,63
00910,far,Laptop,Bennett PLC,118.34,88.96,24
00911,first,Accessory,Bradford-Martinez,200.85,361.63,30
00912,find,Smartphone,Lawson Ltd,369.57,185.51,39
00913,east,Smartphone,Kramer Ltd,476.88,350.7,65
00914,conference,Smartphone,Terrell-Young,316.35,74.34,85
00915,test,Tablet,Cole-Dunn,248.41,339.87,24
00916,between,Tablet,Edwards LLC,199.96,192.1,23
00917,low,Tablet,Contreras PLC,278.04,131.65,93
00918,church,Laptop,Wood-Rollins,146.96,167.94,1
00919,back,Tablet,Phillips-Mcpherson,416.11,307.42,27
"00920,my,Accessory,""Wilson, Morris and Cantrell"",477.77,215.48,46"
"00921,also,Laptop,""Becker, Kelly and Thomas"",78.68,505.24,91"
00922,a,Smartphone,Jefferson Group,117.79,458.12,91
00923,figure,Accessory,Mcdonald-Cruz,170.23,364.16,84
"00924,body,Smartphone,""Finley, Wong and Haynes"",200.9,573.54,51"
00925,investment,Accessory,Rich Ltd,123.56,580.93,14
00926,dinner,Accessory,Gomez and Sons,120.85,250.68,72
00927,yeah,Accessory,Smith-Carroll,375.29,461.63,89
"00928,board,Accessory,""Davenport, Rivas and Campbell"",66.98,319.16,21"
"00929,meeting,Tablet,""Austin, Murphy and Lowe"",452.51,449.78,57"
00930,certain,Laptop,Ramos and Sons,457.04,102.93,0
00931,life,Accessory,Foster LLC,373.56,550.57,39
00932,kid,Tablet,Miller LLC,181.18,394.39,90
"00933,final,Tablet,""Martin, Washington and Lawson"",82.57,130.22,92"
00934,film,Smartphone,Simpson-Lopez,378.1,156.68,78
00935,section,Laptop,Turner-Richards,83.7,78.71,10
00936,interesting,Accessory,Moore and Sons,166.24,250.32,37
00937,culture,Smartphone,Mcdonald Inc,371.53,457.78,28
00938,sport,Laptop,Ortiz Group,137.71,307.92,73
00939,red,Accessory,Conner Group,378.73,366.06,29
00940,election,Tablet,Riley Group,199.51,252.38,73
"00941,fast,Accessory,""Rodriguez, Hogan and Freeman"",176.9,500.07,70"
00942,health,Smartphone,Thompson-Valencia,258.66,126.07,8
00943,year,Laptop,Cruz Inc,463.95,545.31,64
00944,effort,Accessory,Craig-Chavez,163.73,324.67,51
"00945,customer,Accessory,""Hoover, Hall and Edwards"",215.64,392.68,2"
00946,suddenly,Laptop,Owen LLC,179.18,490.61,15
00947,rock,Tablet,Kerr PLC,284.23,184.58,79
"00948,increase,Laptop,""Callahan, Davis and Huerta"",117.2,240.26,59"
00949,door,Smartphone,Patel-Anderson,281.8,631.7,94
00950,at,Laptop,Nash Inc,452.22,88.14,4
00951,hair,Smartphone,Arnold Group,276.87,519.49,93
00952,someone,Laptop,Watson-Vance,458.85,579.3,95
"00953,research,Laptop,""Orozco, Carroll and Graham"",307.56,225.12,56"
00954,between,Laptop,Patton-Meza,198.91,207.17,74
00955,color,Accessory,Warren Inc,284.59,507.66,12
00956,interview,Accessory,Bates-York,497.8,360.29,64
00957,future,Tablet,Jones Inc,331.52,596.1,16
00958,both,Laptop,Davis-Mcknight,393.79,562.99,18
"00959,chair,Accessory,""Fernandez, Maynard and Summers"",338.18,391.12,23"
00960,be,Smartphone,Griffin-Ponce,269.86,546.77,48
00961,without,Tablet,Harris LLC,72.29,410.92,13
00962,sister,Laptop,Wright-Johnson,249.57,639.85,54
00963,why,Tablet,Johnson-Adams,343.32,207.44,45
00964,other,Laptop,Watkins-Kim,416.3,659.28,34
"00965,social,Accessory,""Barrett, Murphy and Davis"",415.02,654.12,15"
00966,machine,Accessory,Roberts and Sons,231.63,594.64,93
00967,road,Accessory,Acosta-Olson,427.41,599.69,26
00968,would,Tablet,Jones Group,289.91,545.78,8
"00969,measure,Tablet,""Anderson, Allen and Johnson"",165.81,625.1,11"
00970,defense,Accessory,Mcknight-Phelps,487.72,326.35,4
00971,own,Laptop,Mathis-Perkins,307.18,533.35,24
"00972,yourself,Laptop,""Jones, Brown and Knapp"",424.74,154.58,36"
00973,interesting,Smartphone,Hernandez-Gonzales,404.65,214.78,98
00974,history,Accessory,Heath-Gallegos,263.26,97.99,33
00975,picture,Tablet,Bates PLC,51.46,400.17,82
00976,soon,Accessory,Armstrong PLC,320.22,424.55,65
"00977,discussion,Tablet,""Hill, Collins and Daniels"",446.27,169.68,52"
"00978,billion,Laptop,""Williams, Turner and Wilson"",147.94,472.94,9"
"00979,nor,Tablet,""Gates, Ward and Evans"",358.28,204.63,51"
00980,she,Smartphone,Turner-Davis,315.83,198.73,90
"00981,choose,Tablet,""Harris, Harris and Clements"",115.23,286.77,27"
00982,quite,Smartphone,Garcia-Parker,368.5,443.45,93
"00983,thought,Tablet,""Parks, Mitchell and Ramos"",267.73,311.79,17"
00984,cost,Laptop,Nunez-Holmes,281.12,494.55,92
00985,far,Smartphone,Anderson-Green,125.45,569.24,19
00986,far,Laptop,Noble and Sons,201.71,271.82,98
"00987,great,Tablet,""Rivera, Carlson and Stephens"",460.29,160.15,62"
00988,mention,Tablet,Lowe-Ferguson,374.41,562.08,9
00989,mind,Smartphone,Cameron-Townsend,397.47,241.78,43
00990,job,Smartphone,Bernard-Hill,372.92,316.32,93
"00991,nearly,Tablet,""Bass, Porter and Harris"",186.27,102.06,9"
"00992,use,Tablet,""Gutierrez, Buchanan and Fuller"",86.41,597.77,79"
00993,step,Smartphone,Perry-Henderson,451.14,580.26,62
"00994,federal,Smartphone,""Hunt, Brennan and Baker"",358.11,606.3,83"
00995,still,Tablet,Rivera-Mann,241.84,372.11,80
"00996,program,Tablet,""Davis, Vega and Mckinney"",107.42,697.14,71"
00997,concern,Smartphone,Hill Group,149.8,350.22,1
"00998,drive,Accessory,""Morrison, Holmes and Martinez"",287.91,525.03,38"
00999,senior,Laptop,Morris-Fitzpatrick,257.91,687.46,59
"01000,ten,Smartphone,""Freeman, Miller and Dillon"",118.93,564.16,84"
01001,economy,Smartphone,Daniels-Christian,314.71,470.09,61
01002,high,Tablet,Rodriguez PLC,490.02,656.84,48
01003,respond,Smartphone,Jacobs LLC,368.13,331.04,80
01004,as,Smartphone,Hale-Barker,92.97,483.92,1
"01005,system,Smartphone,""Gallagher, Martinez and Cameron"",274.56,621.34,15"
01006,join,Tablet,Flores-Swanson,203.02,658.48,6
01007,level,Tablet,Vasquez LLC,152.12,205.06,51
01008,wear,Accessory,Massey-Baker,173.55,530.5,33
01009,send,Smartphone,Morgan and Sons,58.08,673.22,43
01010,central,Laptop,Smith-Ashley,399.81,417.57,23
01011,federal,Laptop,Hicks and Sons,57.39,69.08,2
01012,memory,Accessory,Fowler PLC,274.36,338.13,30
01013,five,Laptop,Higgins LLC,66.26,231.52,48
01014,claim,Tablet,Cherry and Sons,68.89,501.23,91
01015,team,Tablet,Love LLC,73.61,368.45,46
"01016,through,Accessory,""Barrett, Cline and Kelly"",286.53,501.79,71"
01017,word,Laptop,Green Ltd,143.99,125.26,30
01018,beyond,Tablet,Leach PLC,174.1,229.72,90
01019,know,Smartphone,Smith-Smith,455.99,298.7,56
01020,quickly,Smartphone,Anthony-Osborne,265.13,618.48,27
01021,keep,Smartphone,Ford-Giles,199.05,454.44,83
01022,image,Tablet,Roman-Jones,50.25,699.59,82
"01023,finish,Tablet,""Walton, Morales and Barry"",223.71,606.35,13"
01024,player,Smartphone,Johnson Inc,292.74,447.87,41
"01025,again,Laptop,""Oliver, Jones and Patterson"",256.73,139.47,63"
"01026,authority,Laptop,""Curry, Clark and Montes"",281.38,404.75,17"
"01027,appear,Tablet,""Oneill, Martinez and Bautista"",388.48,175.04,60"
01028,discuss,Accessory,Allen LLC,214.27,642.41,47
01029,beat,Smartphone,Cardenas-Curtis,451.46,305.7,12
01030,at,Accessory,Ford and Sons,427.66,531.29,75
"01031,kitchen,Accessory,""Nicholson, Green and Guzman"",61.41,87.27,7"
01032,good,Laptop,Richardson-Huff,341.03,384.57,9
"01033,job,Accessory,""White, Hernandez and Mcclure"",458.9,305.09,6"
01034,involve,Tablet,Bishop PLC,330.64,350.23,47
01035,scientist,Accessory,Bell-Mosley,310.89,639.65,0
01036,early,Accessory,Stevens-Ellis,64.26,65.15,17
"01037,admit,Smartphone,""Hoffman, Lopez and Wood"",382.32,307.36,72"
"01038,test,Accessory,""Vargas, Love and Perez"",317.29,346.35,42"
"01039,camera,Tablet,""Rowland, Miles and Riley"",395.82,240.47,99"
01040,pretty,Smartphone,Taylor-Smith,148.79,311.53,10
"01041,public,Accessory,""Adams, Jones and Miller"",350.91,443.52,62"
01042,growth,Laptop,Johnson Group,87.36,638.79,33
01043,can,Tablet,Burke Inc,136.04,496.13,82
"01044,usually,Laptop,""Stewart, Avila and Kemp"",326.09,272.04,58"
"01045,number,Accessory,""Nichols, Webb and Walker"",320.86,196.89,95"
01046,college,Accessory,Daniels-Ford,439.23,361.92,48
"01047,leader,Smartphone,""Wright, Mccall and Ball"",493.21,349.27,77"
01048,contain,Tablet,Kaufman and Sons,112.49,480.86,19
"01049,available,Tablet,""Wright, Hayden and Savage"",357.93,214.43,3"
01050,write,Accessory,Owens Ltd,478.29,192.1,0
01051,group,Laptop,Landry PLC,58.47,86.11,17
"01052,here,Smartphone,""Evans, Burns and Jones"",101.06,387.5,45"
"01053,themselves,Laptop,""Martin, Jenkins and Green"",231.17,384.25,48"
01054,moment,Smartphone,Harris LLC,469.9,510.93,80
01055,every,Tablet,Wong-Burke,293.12,644.66,76
01056,nearly,Laptop,Huffman and Sons,420.85,395.57,98
01057,challenge,Tablet,Romero-Rosales,274.37,555.76,86
01058,small,Smartphone,Fischer-Andrews,111.22,473.58,7
01059,draw,Smartphone,Gibson Inc,120.74,356.71,26
01060,mouth,Tablet,Williams Inc,338.4,131.39,69
"01061,official,Tablet,""Martinez, Weaver and Davidson"",67.08,333.0,30"
01062,might,Laptop,Wright and Sons,285.65,592.06,82
"01063,use,Smartphone,""Silva, Harrison and Smith"",291.47,397.1,6"
01064,maybe,Laptop,Fuller and Sons,499.74,548.57,68
01065,we,Smartphone,Gray-Duncan,147.28,196.13,22
01066,worker,Accessory,Hernandez Group,158.66,206.46,65
01067,great,Tablet,Maddox-King,264.73,196.69,17
01068,hit,Accessory,Perez and Sons,144.68,194.2,25
"01069,bar,Tablet,""Wilson, Perkins and Hernandez"",74.51,343.55,44"
01070,thought,Laptop,Webb-Meyer,77.68,628.93,90
01071,those,Smartphone,Lopez and Sons,317.84,330.92,1
01072,meet,Tablet,Soto and Sons,369.89,280.5,71
01073,list,Laptop,Perry-Kelly,110.47,626.33,68
01074,job,Laptop,Mcpherson-Fisher,461.58,398.82,95
01075,read,Laptop,Mathews Ltd,433.63,367.59,64
01076,light,Smartphone,Campbell-Jones,224.91,675.23,56
01077,professional,Accessory,Greene Inc,170.47,262.66,90
01078,address,Laptop,Robinson-Edwards,241.45,317.79,37
"01079,build,Accessory,""Flores, Hahn and Jones"",265.72,557.99,2"
"01080,perform,Tablet,""Moore, Lloyd and Smith"",233.69,318.73,18"
"01081,film,Smartphone,""Romero, Rodriguez and Sims"",88.87,466.39,62"
"01082,movie,Smartphone,""Leon, Gill and White"",194.23,81.91,50"
"01083,general,Smartphone,""Mcfarland, Gonzalez and Russell"",344.46,541.73,22"
01084,actually,Laptop,Williams-Olson,357.72,394.84,16
01085,coach,Smartphone,Smith Group,237.14,116.82,69
"01086,shoulder,Accessory,""Mitchell, Campbell and Jordan"",336.36,223.1,59"
01087,speech,Accessory,Martinez-Parsons,294.89,249.59,48
01088,themselves,Smartphone,Smith and Sons,228.3,368.5,76
01089,black,Accessory,Steele-Murray,219.42,253.1,9
01090,painting,Laptop,Larson Group,161.44,634.96,13
01091,contain,Accessory,Flores Inc,402.13,525.7,76
01092,chair,Laptop,Mullins-Myers,482.56,101.74,94
"01093,bag,Laptop,""Lee, Freeman and Gonzalez"",294.76,483.82,24"
01094,produce,Laptop,Barrett Ltd,134.2,653.91,67
01095,wish,Smartphone,Johnston-Mcmahon,180.62,252.87,30
01096,out,Tablet,Coffey Group,383.86,660.82,37
"01097,mother,Laptop,""Velez, Parrish and Chung"",434.21,274.37,25"
"01098,push,Laptop,""Guzman, Yates and Burton"",153.67,343.42,52"
01099,sing,Accessory,Gonzalez Inc,232.45,528.14,28
01100,market,Laptop,Walker-Mills,271.13,83.06,72
01101,grow,Smartphone,Silva-George,384.22,64.34,16
"01102,political,Smartphone,""Farrell, Shepard and Howard"",298.02,84.82,68"
"01103,inside,Tablet,""Ayers, Boyd and Ellis"",60.02,154.17,41"
01104,determine,Accessory,Martinez and Sons,171.58,198.07,17
"01105,practice,Tablet,""Mcpherson, Ford and Miller"",90.72,379.68,75"
"01106,cause,Accessory,""Jones, Norton and Owens"",457.08,239.44,54"
"01107,charge,Tablet,""Stephens, Kelley and Nguyen"",395.88,636.95,46"
"01108,travel,Accessory,""Long, Jackson and Peters"",238.71,312.38,64"
"01109,she,Accessory,""Jackson, Obrien and White"",116.02,346.08,11"
01110,increase,Laptop,Winters PLC,240.7,169.51,82
"01111,present,Accessory,""Foster, Thomas and Allen"",335.56,226.43,92"
"01112,air,Smartphone,""Kelley, Wilson and Smith"",292.32,331.09,53"
"01113,happy,Laptop,""Chan, Mckinney and Owen"",438.22,163.02,46"
01114,southern,Tablet,Solis-Reyes,336.6,350.27,30
01115,kitchen,Tablet,Young-Young,397.75,122.16,44
01116,themselves,Laptop,Martin-Patterson,423.59,314.39,47
01117,involve,Smartphone,Boyd Inc,116.05,622.12,80
"01118,future,Smartphone,""Scott, Copeland and Swanson"",296.94,243.09,63"
01119,have,Tablet,Parrish and Sons,304.07,174.39,87
01120,your,Accessory,Russo LLC,291.18,126.18,61
"01121,seven,Laptop,""Yates, Miller and Garcia"",344.58,598.53,56"
"01122,sport,Tablet,""Peters, Clark and Jackson"",445.49,361.46,84"
01123,member,Accessory,Smith-Wong,302.09,139.96,76
01124,catch,Laptop,Bailey-Melendez,225.88,225.35,58
"01125,animal,Accessory,""Morris, Mcguire and Mckenzie"",498.46,249.38,29"
01126,simply,Laptop,Rivera-Mathis,192.69,106.42,30
01127,over,Laptop,Brown-Ford,443.22,233.75,10
01128,point,Laptop,Bailey-King,388.3,130.73,93
01129,speak,Smartphone,Soto Group,153.87,204.89,27
"01130,budget,Laptop,""Martin, Smith and Banks"",473.77,648.75,9"
01131,health,Smartphone,Meyer Ltd,403.21,456.21,66
"01132,artist,Accessory,""Hamilton, Roberts and White"",486.02,381.65,20"
"01133,watch,Smartphone,""Perez, Carey and Page"",451.23,424.96,31"
01134,when,Laptop,Ramirez PLC,149.08,337.17,76
01135,each,Smartphone,Singh-Houston,86.35,280.25,50
01136,entire,Smartphone,Mcpherson-Brooks,364.12,625.14,68
01137,walk,Accessory,Baird Inc,104.66,383.49,53
"01138,loss,Smartphone,""Rivers, Werner and Franklin"",471.97,633.58,62"
01139,prepare,Accessory,Mahoney Group,443.82,232.95,59
01140,later,Laptop,Davis PLC,295.91,647.83,3
"01141,high,Laptop,""Cummings, Bautista and Weber"",87.38,522.98,89"
"01142,sound,Accessory,""Palmer, Fuller and Murray"",172.89,204.2,8"
"01143,executive,Smartphone,""Morgan, Suarez and Rodriguez"",319.25,628.7,15"
"01144,why,Smartphone,""Jones, Clark and Manning"",294.83,108.75,56"
01145,effect,Smartphone,Johnson-Shelton,294.55,620.88,1
"01146,well,Smartphone,""Thomas, Campbell and Lyons"",364.05,260.16,45"
01147,perhaps,Tablet,Smith-Walters,181.82,435.19,92
"01148,condition,Tablet,""Murphy, Parks and Morrow"",268.7,670.27,50"
01149,evidence,Smartphone,Valdez-Padilla,410.43,272.5,40
"01150,often,Tablet,""Olsen, James and Hayes"",175.68,263.76,62"
01151,decade,Tablet,Anderson-Thompson,488.4,88.58,10
01152,health,Tablet,Holden-Ryan,433.8,443.21,77
01153,figure,Laptop,Munoz and Sons,471.66,642.39,7
"01154,morning,Tablet,""Young, Cannon and Martinez"",316.48,195.82,7"
01155,maybe,Tablet,Robertson-Rodriguez,451.08,537.34,39
01156,set,Tablet,Grant-Collins,333.33,296.45,58
"01157,degree,Accessory,""Hicks, Johnson and Williams"",139.25,421.94,47"
01158,happy,Tablet,Hughes-Gonzalez,113.4,88.81,43
"01159,safe,Tablet,""Gutierrez, Heath and Sanchez"",362.98,224.5,36"
01160,and,Laptop,Lowe Inc,174.35,660.84,30
01161,scientist,Laptop,Rios and Sons,106.37,232.57,31
"01162,Mr,Accessory,""Wood, Hammond and Miller"",374.56,300.29,50"
01163,myself,Tablet,Tyler Ltd,129.15,336.76,54
01164,data,Smartphone,Lee Group,496.27,343.43,41
01165,factor,Accessory,Porter PLC,381.4,183.89,53
01166,capital,Accessory,Wilson PLC,416.07,126.57,33
"01167,beat,Accessory,""Acosta, Nixon and Francis"",442.46,474.52,97"
01168,listen,Tablet,Graves Ltd,249.08,134.83,60
"01169,range,Smartphone,""Myers, Boyd and Hebert"",279.7,148.89,14"
"01170,officer,Accessory,""Adams, Carter and Jones"",316.2,325.43,35"
01171,skill,Laptop,Bender Ltd,431.43,403.07,14
01172,option,Smartphone,White-Miller,385.6,219.98,84
01173,hear,Laptop,Bryan-Wells,458.27,578.55,55
"01174,foreign,Tablet,""Palmer, Velasquez and Hodges"",204.26,688.72,72"
01175,lead,Laptop,Ware PLC,246.84,93.48,23
01176,east,Accessory,Farley-Gordon,277.73,283.14,90
01177,everything,Accessory,Berry-Castillo,230.16,530.03,4
01178,miss,Tablet,Brown-Rowe,129.56,632.65,4
"01179,this,Accessory,""Garcia, Valdez and Cox"",258.28,82.95,7"
"01180,Congress,Tablet,""Wade, Price and Perez"",136.22,497.64,88"
"01181,skill,Tablet,""Frost, Smith and Parker"",330.26,467.78,37"
01182,help,Tablet,Kelly-Williams,204.34,62.93,99
01183,involve,Tablet,Miranda Inc,425.19,378.54,38
"01184,run,Tablet,""Rice, Mendoza and House"",115.94,270.46,19"
"01185,study,Smartphone,""Smith, Richards and David"",429.0,476.94,27"
"01186,figure,Smartphone,""White, Garza and Anderson"",367.88,302.1,100"
"01187,sense,Smartphone,""Davis, Allen and Noble"",117.13,365.88,73"
01188,occur,Laptop,Bates-Alvarez,93.89,403.25,58
01189,response,Smartphone,Vargas-Roberts,171.08,115.12,55
01190,place,Tablet,Nixon-Brown,387.86,519.19,56
01191,responsibility,Smartphone,Johnson-Smith,406.49,618.79,70
"01192,there,Tablet,""Hanson, Cooper and Robles"",239.55,483.25,59"
01193,level,Accessory,Price-Lewis,213.03,85.74,58
"01194,first,Laptop,""Collins, Jenkins and Reese"",448.28,234.55,14"
"01195,population,Accessory,""Page, Barber and Watts"",254.37,647.1,61"
"01196,dream,Smartphone,""Steele, Bennett and Jackson"",122.93,305.64,59"
01197,color,Laptop,Hernandez and Sons,444.08,658.54,55
01198,ready,Smartphone,Jordan PLC,138.08,447.89,22
"01199,entire,Accessory,""Moss, Johnson and Long"",333.17,522.02,56"
01200,score,Smartphone,Stewart-Flores,302.38,95.59,100
"01201,thing,Laptop,""Young, Garcia and Casey"",432.21,131.0,10"
"01202,have,Tablet,""Collins, Kerr and Parker"",268.6,175.02,55"
"01203,job,Laptop,""Wilson, Reynolds and Middleton"",140.62,384.13,89"
01204,accept,Laptop,Lopez Group,280.04,485.64,46
01205,my,Accessory,Vasquez Inc,85.13,690.66,16
01206,control,Tablet,Meyers Inc,292.4,575.93,65
01207,eat,Tablet,Werner LLC,246.2,531.55,21
01208,evidence,Accessory,Delgado PLC,316.84,672.73,69
"01209,individual,Accessory,""Perry, Brown and Douglas"",351.57,576.06,46"
01210,staff,Laptop,Soto LLC,491.66,661.3,88
01211,according,Smartphone,Moore-Copeland,126.55,640.51,3
"01212,station,Laptop,""Reid, Spencer and Monroe"",299.81,570.32,20"
01213,heart,Tablet,Craig-Rivas,267.87,594.35,52
01214,member,Laptop,Ferguson and Sons,164.18,115.67,50
"01215,box,Accessory,""Jackson, Kelley and Cook"",375.41,647.23,40"
"01216,generation,Laptop,""Butler, Jones and Mclaughlin"",158.4,513.94,58"
"01217,clearly,Accessory,""Foley, Smith and Pierce"",448.75,494.98,77"
"01218,walk,Smartphone,""Shah, Clarke and Robbins"",481.73,334.89,57"
01219,lose,Laptop,Werner-Edwards,151.51,173.72,68
01220,morning,Accessory,Wood and Sons,194.04,175.3,79
01221,may,Laptop,Porter Ltd,196.48,358.66,28
01222,administration,Accessory,Mcdowell-Thomas,397.66,677.57,60
01223,senior,Laptop,Becker Inc,395.5,426.59,62
01224,then,Smartphone,Waller-Davis,235.57,252.85,42
"01225,allow,Accessory,""Snow, Wagner and Brown"",449.11,180.7,45"
"01226,you,Laptop,""Cruz, Montgomery and Castaneda"",125.84,286.25,80"
01227,table,Smartphone,Frank-Clark,332.22,302.36,41
"01228,charge,Smartphone,""Vincent, Mitchell and Schwartz"",63.65,681.96,60"
01229,toward,Smartphone,Brown-Armstrong,376.35,164.95,56
01230,water,Laptop,Perez Ltd,471.64,248.09,59
01231,compare,Tablet,Clay LLC,69.78,312.41,97
01232,head,Tablet,Santiago Inc,461.42,344.3,31
01233,floor,Laptop,Watson-Larson,71.17,292.11,36
01234,small,Tablet,Tanner-Nguyen,154.95,506.96,68
01235,girl,Tablet,Patel Inc,149.65,538.34,49
01236,bank,Tablet,Miller-Miller,457.94,332.31,12
01237,though,Tablet,Bautista Group,125.64,699.22,54
01238,government,Accessory,Mckinney Inc,228.64,484.56,48
"01239,lay,Tablet,""Reyes, Hernandez and Morgan"",215.8,134.8,38"
01240,chance,Laptop,Levy Ltd,338.15,161.0,48
"01241,cover,Smartphone,""Mason, Anthony and Freeman"",178.11,632.4,100"
01242,however,Accessory,Huerta-Carlson,118.04,119.73,78
01243,performance,Tablet,Hart Group,249.29,179.2,58
"01244,lawyer,Smartphone,""Huffman, Davis and Reynolds"",124.88,518.31,1"
01245,look,Smartphone,Ford-Holloway,69.31,443.04,66
01246,easy,Tablet,Cantrell PLC,333.49,76.68,73
01247,head,Tablet,Nichols-Fernandez,237.91,142.37,77
"01248,sometimes,Accessory,""Cruz, Burnett and Tate"",86.08,646.42,38"
01249,production,Tablet,Boyd Inc,208.84,562.7,12
01250,over,Laptop,Jones Inc,410.58,499.62,16
01251,rise,Smartphone,Swanson-Mcconnell,140.9,245.35,79
"01252,nor,Laptop,""Black, Benitez and Savage"",323.89,198.75,78"
01253,half,Smartphone,Stewart-Johnson,344.81,557.39,72
"01254,exist,Laptop,""Hill, Watkins and York"",437.96,576.77,16"
"01255,out,Smartphone,""Cook, Branch and Morris"",284.05,295.04,53"
01256,young,Smartphone,Khan Ltd,287.2,606.24,73
01257,might,Smartphone,Thompson-Ramsey,100.55,675.37,62
01258,positive,Tablet,Ward Ltd,367.23,217.02,79
01259,subject,Accessory,Deleon-Johnson,353.16,132.8,87
"01260,hope,Accessory,""Harris, Giles and Rodriguez"",67.63,617.6,27"
01261,current,Accessory,Barrera-Ball,369.08,411.37,12
01262,one,Tablet,Sims-Sims,445.46,469.68,61
01263,clear,Tablet,James-Reynolds,150.59,582.98,2
01264,rate,Smartphone,Schultz Group,481.58,168.67,51
01265,case,Laptop,Haynes-Bernard,391.25,500.94,92
"01266,money,Laptop,""Huffman, Dean and Rogers"",492.06,330.39,49"
01267,technology,Tablet,Rodriguez-Horton,454.6,61.04,96
01268,meet,Laptop,Wilson-Smith,193.08,293.41,29
"01269,Mrs,Laptop,""Chavez, Harrell and White"",89.55,205.03,94"
01270,should,Accessory,Adams Inc,207.12,558.22,98
01271,day,Smartphone,Martinez-Sanders,489.58,284.48,38
"01272,prove,Accessory,""Kennedy, Smith and Rice"",216.65,358.11,46"
"01273,strong,Smartphone,""Hanna, Leon and Scott"",327.03,324.93,23"
"01274,society,Accessory,""Melendez, Spencer and Tapia"",323.32,376.03,14"
01275,marriage,Accessory,Carlson-Powers,399.24,518.89,81
01276,sure,Tablet,Ross and Sons,118.25,604.7,37
01277,morning,Smartphone,Owens-Harris,124.77,577.3,35
01278,billion,Laptop,Sexton Inc,310.63,482.94,95
"01279,soon,Accessory,""Hicks, Robles and Knapp"",283.46,686.16,62"
01280,soon,Laptop,Petty and Sons,420.08,648.37,87
"01281,paper,Laptop,""Martinez, Ashley and Austin"",458.54,370.93,54"
"01282,agent,Tablet,""Clark, Horn and Dunn"",304.94,386.47,32"
"01283,him,Tablet,""Gregory, Harris and Williams"",221.76,528.61,63"
01284,rather,Laptop,Chan PLC,300.24,74.51,48
01285,factor,Smartphone,Mora-Martin,135.62,646.05,71
01286,start,Tablet,Kirk-Ramirez,79.58,90.95,17
"01287,he,Accessory,""Ramos, Scott and Maldonado"",211.76,336.25,6"
"01288,economy,Laptop,""Walker, Kennedy and Lloyd"",419.98,609.23,37"
01289,everyone,Accessory,Chan-Miller,217.26,328.24,100
