ID_Venta,ID_Producto,ID_Cliente,ID_Vendedor,Fecha_Venta,Cantidad,Precio_Unitario,Descuento,Impuestos,Total_Venta,Metodo_Pago
00693,00427,01550,01658,2021-11-23,6,601.66,7.82,7.22,141.78,01423
00694,01265,00393,01341,2021-11-24,10,458.99,9.13,5.96,421.96,00001
00695,00380,00906,01445,2021-11-25,1,82.24,19.07,6.2,542.77,01069
00696,01881,00466,01017,2021-11-26,4,687.1,18.92,8.06,895.61,01292
00697,01486,01788,00297,2021-11-27,5,564.79,10.65,8.49,248.84,01930
00698,00582,01941,00999,2021-11-28,9,64.43,10.56,10.28,642.1,00979
00699,01779,01304,01833,2021-11-29,1,380.67,5.5,12.24,944.09,01621
00700,00334,01010,00070,2021-11-30,4,421.82,10.58,11.88,863.07,01575
00701,01051,00445,00525,2021-12-01,1,145.31,14.47,14.63,730.02,00305
00702,01697,01752,01598,2021-12-02,10,611.07,8.37,8.08,641.42,00313
00703,01352,01701,00502,2021-12-03,10,100.81,10.75,8.12,498.38,00566
00704,00761,00094,01832,2021-12-04,1,308.92,10.46,8.61,653.83,01436
00705,00859,00394,01819,2021-12-05,6,612.76,7.94,13.37,126.26,01581
00706,00302,01455,00668,2021-12-06,7,622.1,4.19,11.28,668.19,00343
00707,01115,00239,00856,2021-12-07,2,601.8,1.13,11.02,390.68,00974
00708,00099,00127,01446,2021-12-08,10,328.36,16.04,13.61,855.42,00077
00709,01832,01652,01547,2021-12-09,2,313.74,8.59,9.79,702.84,01147
00710,00202,01221,01217,2021-12-10,10,526.47,9.77,11.66,863.71,00617
00711,01809,01174,00244,2021-12-11,3,561.81,19.16,14.1,945.37,00525
00712,01752,00224,01207,2021-12-12,6,570.47,10.74,5.67,188.82,00987
00713,00851,00289,00083,2021-12-13,1,71.09,13.25,6.43,983.46,00640
00714,00772,00896,01641,2021-12-14,8,569.6,1.31,10.34,330.65,01890
00715,00239,00775,01904,2021-12-15,2,648.96,14.43,13.66,335.2,01039
00716,00637,00821,00494,2021-12-16,1,675.99,3.73,12.2,283.76,00235
00717,01461,00324,01776,2021-12-17,5,206.11,5.89,14.38,310.52,01422
00718,01072,01282,01125,2021-12-18,6,372.86,7.58,11.09,999.83,00284
00719,00937,00606,01308,2021-12-19,3,641.08,3.14,7.91,217.44,00384
00720,00716,00070,00382,2021-12-20,3,357.0,7.46,7.53,894.89,01184
00721,00682,01514,01085,2021-12-21,4,686.22,9.91,10.32,356.85,00078
00722,00270,01227,00316,2021-12-22,1,566.3,2.41,10.86,913.36,00136
00723,00014,01895,00245,2021-12-23,6,206.77,0.22,10.06,130.96,01729
00724,00947,00943,01701,2021-12-24,4,283.65,0.59,7.77,246.74,00525
00725,01050,01059,01296,2021-12-25,9,305.42,3.42,9.84,678.04,01259
00726,00519,01659,00302,2021-12-26,5,67.27,16.68,8.44,726.76,00478
00727,01732,00406,01666,2021-12-27,3,429.66,6.61,5.24,182.79,01712
00728,01604,00716,01761,2021-12-28,8,555.58,11.31,11.53,254.57,00895
00729,00022,01913,00802,2021-12-29,5,97.03,16.27,11.8,679.59,01817
00730,01022,01031,01484,2021-12-30,7,246.5,7.24,5.83,358.73,01987
00731,01220,01006,01476,2021-12-31,2,498.25,11.21,14.43,578.33,01124
00732,01520,00159,00883,2022-01-01,10,137.5,5.38,14.71,846.58,01356
00733,01091,00080,01240,2022-01-02,7,675.6,19.47,8.32,917.53,00047
00734,00853,00303,00476,2022-01-03,10,325.9,7.63,6.67,580.67,01694
00735,01724,00379,01160,2022-01-04,10,367.5,19.03,7.01,474.71,00767
00736,01880,00663,01979,2022-01-05,6,504.68,6.04,8.97,587.39,00144
00737,00326,00939,00589,2022-01-06,1,384.87,0.85,14.09,355.68,01276
00738,01455,01467,01796,2022-01-07,10,655.85,7.75,6.29,608.37,01941
00739,01718,01175,01544,2022-01-08,2,330.97,6.39,8.4,935.36,01335
00740,00136,01996,01355,2022-01-09,7,597.5,12.38,5.25,188.75,00539
00741,01684,00039,00408,2022-01-10,4,375.79,11.37,10.82,586.25,01864
00742,01232,01353,01895,2022-01-11,3,106.54,3.39,13.79,324.74,00664
00743,01559,01393,00799,2022-01-12,4,393.17,3.78,7.27,414.14,01376
00744,00032,01393,00844,2022-01-13,2,141.62,1.94,11.01,845.96,00905
00745,01234,01826,00903,2022-01-14,4,167.64,19.37,7.22,237.07,01374
00746,00504,00172,00457,2022-01-15,8,619.33,0.88,12.96,658.43,01787
00747,01809,00148,01002,2022-01-16,9,404.38,19.49,13.78,595.69,01890
00748,01709,01684,00118,2022-01-17,1,385.33,7.87,5.91,967.91,00076
00749,00336,00164,00047,2022-01-18,10,255.22,8.43,10.92,404.87,01989
00750,00403,01564,00591,2022-01-19,2,636.63,10.7,8.17,854.43,01468
00751,01812,01726,00932,2022-01-20,6,660.11,16.7,11.7,607.96,01768
00752,00498,01707,00979,2022-01-21,10,360.05,4.76,7.95,909.14,01114
00753,01483,00484,01217,2022-01-22,8,218.19,3.31,11.12,908.72,01441
00754,01200,00775,01018,2022-01-23,8,546.41,12.29,10.95,433.52,01800
00755,01802,01316,00286,2022-01-24,10,536.27,3.43,13.87,503.32,00400
00756,00123,01098,00994,2022-01-25,5,165.13,14.67,7.62,908.89,01177
00757,00076,01875,00441,2022-01-26,2,198.98,18.26,12.09,701.66,01574
00758,00716,00251,00219,2022-01-27,10,595.07,13.49,10.11,606.91,01399
00759,00249,00219,00696,2022-01-28,3,389.34,18.26,13.46,883.31,01998
00760,00955,01610,01598,2022-01-29,1,669.15,9.85,14.04,832.11,01922
00761,00202,00237,00914,2022-01-30,8,258.14,2.79,5.1,636.46,01713
00762,00034,00778,00571,2022-01-31,6,211.75,0.99,9.26,791.08,00783
00763,01642,00006,01084,2022-02-01,4,112.63,3.2,13.68,230.28,00768
00764,00930,00717,00818,2022-02-02,1,613.94,9.31,5.85,228.78,01981
00765,01493,01690,00386,2022-02-03,2,130.35,4.26,10.84,109.39,01901
00766,00105,01737,00422,2022-02-04,3,427.17,8.54,5.97,544.2,01792
00767,00340,00197,00629,2022-02-05,6,604.81,17.28,14.29,704.82,00459
00768,01074,00133,01688,2022-02-06,3,584.84,15.17,5.83,157.44,00608
00769,00667,01445,00272,2022-02-07,5,567.31,14.01,10.88,992.73,00357
00770,01389,01428,00263,2022-02-08,7,312.6,9.63,14.31,965.79,00744
00771,01831,01820,00684,2022-02-09,5,538.24,19.98,14.92,924.15,00953
00772,00231,01039,00943,2022-02-10,3,235.63,1.37,6.52,638.89,01612
00773,00459,00325,00921,2022-02-11,10,563.7,12.33,8.58,368.5,01037
00774,00535,00837,00896,2022-02-12,9,370.44,7.37,14.41,269.16,01434
00775,00925,01785,01682,2022-02-13,1,680.63,8.45,11.69,236.55,01875
00776,00564,01445,00410,2022-02-14,1,599.01,12.06,6.84,446.72,01132
00777,01246,00146,01348,2022-02-15,10,588.57,9.4,14.74,168.73,00099
00778,00452,01056,00897,2022-02-16,6,347.15,6.81,9.09,753.54,01566
00779,01446,01062,01911,2022-02-17,1,594.2,19.22,8.0,260.32,00176
00780,01148,00870,01431,2022-02-18,8,81.74,17.24,9.36,528.02,01825
00781,01922,01109,00861,2022-02-19,9,568.09,1.28,5.06,715.55,00608
00782,01535,00156,01117,2022-02-20,8,578.51,19.47,5.69,386.47,01482
00783,00959,01794,01294,2022-02-21,8,486.54,16.74,6.19,178.34,01701
00784,01875,00690,00398,2022-02-22,8,519.98,10.79,14.38,846.28,00821
00785,01316,00351,00700,2022-02-23,10,207.78,15.76,10.08,584.21,00350
00786,00180,00010,00393,2022-02-24,3,290.11,15.4,8.61,463.06,01649
00787,00335,00959,00966,2022-02-25,8,652.1,8.38,10.65,979.24,01372
00788,01800,00900,01390,2022-02-26,2,665.21,13.39,7.41,747.21,01513
00789,00955,00874,00229,2022-02-27,1,61.51,16.68,8.59,259.86,01637
00790,00827,01077,01700,2022-02-28,4,554.69,13.95,8.13,164.33,01782
00791,00302,00510,01308,2022-03-01,5,380.56,19.77,9.77,486.6,01895
00792,01393,00500,00870,2022-03-02,4,240.23,11.56,9.34,231.07,01371
00793,01549,00022,00718,2022-03-03,5,687.76,18.31,6.28,308.97,00898
00794,00389,01896,00527,2022-03-04,9,129.72,5.66,12.88,466.89,00384
00795,00346,01076,01891,2022-03-05,1,279.73,1.39,8.25,361.2,00453
00796,00004,00961,01395,2022-03-06,3,629.52,14.71,5.15,462.89,00098
00797,01708,00544,01310,2022-03-07,2,382.5,5.91,12.43,858.36,01916
00798,00252,00239,01684,2022-03-08,3,209.75,5.16,11.23,436.87,00317
00799,00027,01466,00071,2022-03-09,6,537.79,8.39,11.28,242.44,01337
00800,00866,00777,01459,2022-03-10,2,523.47,15.61,14.35,205.53,00956
00801,01558,00551,00983,2022-03-11,10,134.14,14.72,12.85,122.46,01942
00802,00687,00742,01886,2022-03-12,7,644.2,8.1,6.12,546.36,00513
00803,00765,01181,01437,2022-03-13,8,642.45,6.51,11.08,403.01,00954
00804,00613,00914,01990,2022-03-14,4,487.33,17.31,9.43,251.41,01208
00805,01198,00157,00164,2022-03-15,10,189.94,0.66,6.42,286.14,01656
00806,01701,01729,01705,2022-03-16,9,602.73,1.86,6.26,339.55,01518
00807,00882,01732,00157,2022-03-17,4,101.06,17.91,7.97,395.24,00106
00808,01234,00094,00335,2022-03-18,10,681.58,11.19,14.13,674.01,01974
00809,00402,00266,01774,2022-03-19,4,85.16,12.85,9.75,508.1,01132
00810,00892,01324,01657,2022-03-20,1,551.93,15.43,7.43,916.57,01287
00811,01033,00426,00559,2022-03-21,8,142.03,0.51,8.28,637.85,00620
00812,01933,01306,00766,2022-03-22,4,314.03,16.85,5.61,366.75,00870
00813,00873,01713,01481,2022-03-23,8,360.55,16.32,11.86,117.25,01217
00814,00324,00736,01497,2022-03-24,4,194.91,3.41,14.36,378.17,01065
00815,00786,00173,01427,2022-03-25,10,212.27,3.39,12.58,287.65,01087
00816,01248,01246,01274,2022-03-26,6,674.27,12.78,6.74,613.67,01972
00817,01997,00389,01042,2022-03-27,10,236.22,6.43,5.56,405.03,01035
00818,00739,00346,00822,2022-03-28,9,368.88,17.69,6.44,369.08,01019
00819,00500,00170,01080,2022-03-29,2,75.85,8.15,9.75,951.26,00159
00820,01814,00014,01199,2022-03-30,7,329.89,8.02,11.44,320.25,00978
00821,01760,01661,01087,2022-03-31,7,255.3,4.65,12.01,651.83,00799
00822,00071,00874,01933,2022-04-01,4,351.55,19.09,10.36,453.92,01727
00823,00058,01782,00309,2022-04-02,1,114.53,14.91,6.04,903.7,01140
00824,01559,00428,01559,2022-04-03,7,230.76,4.03,14.36,690.45,00869
00825,00262,01465,01151,2022-04-04,5,83.8,1.69,14.34,197.68,01172
00826,00921,00036,00918,2022-04-05,4,317.38,5.95,10.87,684.07,01638
00827,02000,00352,01039,2022-04-06,9,179.45,1.64,12.3,627.22,01853
00828,00393,00560,01928,2022-04-07,8,335.78,15.41,12.24,150.32,01587
00829,00804,01671,01206,2022-04-08,9,611.06,12.34,12.29,708.65,00215
00830,01850,01462,01941,2022-04-09,3,416.68,5.47,10.36,841.61,00892
00831,00245,00216,00472,2022-04-10,7,153.9,5.06,9.44,604.36,00491
00832,00556,00670,01561,2022-04-11,5,223.19,9.7,8.34,688.33,00864
00833,00078,00973,01180,2022-04-12,3,531.31,3.17,10.01,450.24,01114
00834,01317,01811,00101,2022-04-13,1,270.94,12.45,10.14,208.74,01562
00835,01575,01515,01611,2022-04-14,9,638.04,4.72,12.13,448.71,00164
00836,00376,00464,01322,2022-04-15,2,691.32,7.8,9.85,390.9,01385
00837,00144,00077,00866,2022-04-16,8,661.59,17.23,8.78,916.21,00127
00838,01310,01282,00811,2022-04-17,5,499.74,15.6,6.07,995.38,01217
00839,00419,00943,01082,2022-04-18,9,281.33,1.07,12.56,640.58,00499
00840,00260,00411,00654,2022-04-19,2,659.73,1.15,10.7,347.74,01184
00841,01351,01841,00572,2022-04-20,1,497.1,16.34,11.24,745.86,00830
00842,01177,01290,00783,2022-04-21,8,164.33,17.94,12.02,590.89,00517
00843,00129,00301,01674,2022-04-22,8,300.49,2.02,13.25,112.05,00339
00844,00470,00444,01034,2022-04-23,10,504.75,14.59,6.05,412.5,00810
00845,00583,00657,00090,2022-04-24,3,246.76,15.9,10.51,153.92,01277
00846,01201,00885,01098,2022-04-25,3,158.22,7.78,10.81,146.17,01467
00847,00081,00265,00479,2022-04-26,5,80.88,10.65,7.89,812.63,01862
00848,00133,01406,01411,2022-04-27,9,545.09,7.45,12.52,100.22,00550
00849,01031,01779,00388,2022-04-28,10,685.35,18.8,11.6,710.18,00141
00850,01864,01089,01687,2022-04-29,10,277.22,11.96,6.75,130.02,00775
00851,01401,00167,00034,2022-04-30,2,602.61,19.68,12.12,238.49,01664
00852,00662,00367,00672,2022-05-01,6,235.1,11.53,9.77,756.11,01899
00853,00112,01160,00212,2022-05-02,5,635.17,8.14,6.05,706.19,00884
00854,01174,00952,00561,2022-05-03,6,131.97,9.47,7.88,421.09,01083
00855,00372,01055,01302,2022-05-04,4,465.03,8.42,11.22,198.37,00363
00856,01285,01739,01634,2022-05-05,8,157.58,2.01,13.68,269.28,01580
00857,00102,01291,00641,2022-05-06,9,61.28,8.53,12.05,857.64,01350
00858,00108,00635,01228,2022-05-07,8,153.22,7.89,7.76,816.64,00718
00859,00826,00062,00177,2022-05-08,7,674.5,11.72,11.12,484.39,00608
00860,01059,00138,01713,2022-05-09,4,485.44,13.36,9.85,431.02,00191
00861,00846,00171,00152,2022-05-10,1,264.5,5.68,5.79,564.71,00716
00862,00641,01579,01960,2022-05-11,8,165.88,3.82,7.31,774.67,01999
00863,01029,01343,00864,2022-05-12,7,232.84,9.02,10.4,766.44,01106
00864,00563,00366,00187,2022-05-13,2,141.52,15.34,13.85,413.03,00024
00865,00646,00300,01221,2022-05-14,7,413.42,10.84,12.42,562.05,01985
00866,01486,01865,00712,2022-05-15,4,111.73,9.27,9.28,564.59,01111
00867,01858,01927,00130,2022-05-16,10,447.01,8.75,8.74,559.46,01957
00868,00466,01930,01818,2022-05-17,6,681.18,19.69,12.87,689.11,01402
00869,01359,01005,01087,2022-05-18,9,160.96,4.62,6.37,133.72,00375
00870,01908,00548,01801,2022-05-19,4,137.27,15.39,10.75,363.17,01539
00871,01837,01550,00463,2022-05-20,10,135.75,19.64,13.38,417.98,01266
00872,00974,00423,00774,2022-05-21,1,603.99,9.29,12.57,765.28,00154
00873,01620,01126,01183,2022-05-22,7,494.34,7.16,12.74,165.6,00258
00874,01073,00528,00080,2022-05-23,9,585.64,0.9,13.49,323.13,00620
00875,01232,01438,01993,2022-05-24,1,229.59,18.15,10.11,666.53,01545
00876,01182,01652,00460,2022-05-25,7,83.56,19.41,6.33,879.9,01781
00877,00952,00900,00295,2022-05-26,6,93.9,6.28,11.81,361.44,00388
00878,00137,01640,01967,2022-05-27,10,690.57,4.42,7.22,577.54,00898
00879,01012,01291,01600,2022-05-28,4,177.61,6.96,14.3,630.11,00298
00880,00281,01596,01929,2022-05-29,2,418.72,15.66,8.78,357.98,01921
00881,00259,01996,00914,2022-05-30,3,649.78,3.46,13.51,578.33,01620
00882,01273,00661,01304,2022-05-31,3,278.45,2.19,6.36,245.11,00351
00883,01032,00142,00116,2022-06-01,7,688.57,6.61,14.28,301.12,00797
00884,01248,01046,00015,2022-06-02,8,80.55,15.72,7.47,275.95,01664
00885,00102,00094,01612,2022-06-03,1,388.37,12.46,5.14,329.2,00260
00886,01438,01245,00660,2022-06-04,1,570.29,12.64,9.55,864.08,01137
00887,00342,00193,00163,2022-06-05,1,122.19,11.39,5.59,536.05,01104
00888,01219,01801,00927,2022-06-06,7,353.76,8.79,12.19,534.4,00924
00889,00162,00101,01197,2022-06-07,5,482.7,14.94,5.23,616.82,01208
00890,01549,00767,01848,2022-06-08,2,332.78,15.04,13.89,680.48,00041
00891,00735,01196,00639,2022-06-09,2,323.33,10.92,10.85,114.64,01751
00892,01663,00455,00696,2022-06-10,1,408.33,19.52,11.95,262.91,01557
00893,00979,01883,00315,2022-06-11,8,171.66,2.34,5.48,758.09,01139
00894,01706,01743,01148,2022-06-12,2,343.02,9.45,10.84,555.63,01123
00895,00178,00887,01630,2022-06-13,1,622.18,2.69,7.07,203.63,01721
00896,01943,01847,00036,2022-06-14,4,176.58,14.91,6.67,618.47,01885
00897,00642,00580,00115,2022-06-15,9,320.04,2.9,5.38,198.05,01509
00898,01747,00031,00655,2022-06-16,9,318.7,2.92,10.87,867.01,01342
00899,01446,01233,00481,2022-06-17,9,587.54,2.27,14.36,741.15,01261
00900,01887,00925,00090,2022-06-18,7,249.22,12.9,14.17,149.16,01260
00901,00606,00378,01709,2022-06-19,6,71.56,10.47,6.1,366.96,01628
00902,00774,00341,01629,2022-06-20,7,248.53,15.76,13.38,812.9,00094
00903,01975,00668,00845,2022-06-21,6,147.63,8.78,12.19,648.91,00145
00904,01855,01692,00538,2022-06-22,3,235.12,3.57,12.3,100.87,00299
00905,01942,00887,01330,2022-06-23,5,403.47,4.99,9.76,564.22,01452
00906,01133,00194,01221,2022-06-24,10,500.22,11.96,7.25,401.22,00601
00907,00575,01341,00897,2022-06-25,6,163.96,10.9,13.0,478.14,01710
00908,00368,01416,00468,2022-06-26,5,557.93,9.71,11.25,338.2,00344
00909,00141,01044,01300,2022-06-27,6,403.58,2.76,8.55,938.96,00505
00910,00077,00383,00428,2022-06-28,8,534.17,13.78,6.91,758.75,00927
00911,01856,00635,00185,2022-06-29,2,518.24,3.43,11.88,121.35,01359
00912,00910,00034,00740,2022-06-30,9,381.84,1.93,9.1,334.87,01661
00913,01416,00025,00260,2022-07-01,4,257.71,3.91,12.12,251.72,00047
00914,00828,00649,00469,2022-07-02,9,647.47,6.95,10.46,906.23,00620
00915,00104,00750,00873,2022-07-03,6,428.86,13.79,13.58,816.7,01649
00916,01934,01756,01320,2022-07-04,5,571.8,8.64,6.56,230.05,01098
00917,00589,00697,01153,2022-07-05,1,168.97,7.69,11.92,604.48,01158
00918,01123,01834,01952,2022-07-06,4,588.32,13.16,5.12,548.61,01770
00919,00539,01798,00356,2022-07-07,3,686.18,16.93,5.52,704.0,01437
00920,00225,01134,00371,2022-07-08,8,234.66,17.22,9.26,777.11,01191
00921,01439,01943,00027,2022-07-09,10,633.62,4.72,6.88,112.81,00043
00922,00762,01311,00335,2022-07-10,9,80.89,18.01,13.07,539.9,01732
00923,00644,01469,00276,2022-07-11,7,669.7,19.8,13.74,217.69,00134
00924,00912,00583,00279,2022-07-12,9,689.91,10.15,14.53,321.79,00148
00925,01442,01470,00619,2022-07-13,3,695.41,18.77,14.53,352.3,01099
00926,00813,00333,00061,2022-07-14,3,648.61,8.28,8.82,325.49,00373
00927,01887,01389,00683,2022-07-15,6,692.73,11.07,9.85,619.03,00184
00928,00816,01698,01379,2022-07-16,10,130.08,17.55,5.33,824.67,00126
00929,00211,01664,00471,2022-07-17,5,205.23,14.3,11.17,507.88,00934
00930,00867,00850,01192,2022-07-18,8,505.81,18.82,7.71,290.91,01558
00931,01336,01110,01944,2022-07-19,10,295.2,19.4,6.02,828.6,00300
00932,00893,01586,00378,2022-07-20,7,514.17,2.2,11.05,996.56,01046
00933,01813,01771,00202,2022-07-21,5,558.54,5.85,10.3,419.48,00443
00934,01795,01798,01544,2022-07-22,5,624.73,9.31,7.4,508.39,00290
00935,00609,00203,00409,2022-07-23,8,348.67,9.26,13.86,401.78,00359
00936,00787,01749,01830,2022-07-24,1,380.13,8.72,8.49,976.36,00797
00937,00655,01190,01481,2022-07-25,5,386.8,11.33,8.48,612.61,00161
00938,01082,01974,01455,2022-07-26,6,120.28,7.44,11.51,491.6,00043
00939,00466,00361,01855,2022-07-27,8,541.74,4.99,14.39,233.47,01171
00940,01504,01826,01976,2022-07-28,5,448.01,12.27,6.38,121.85,01318
00941,00983,00667,00494,2022-07-29,4,187.53,7.62,11.32,169.14,01413
00942,01191,01938,00469,2022-07-30,7,609.52,10.99,5.88,288.0,01526
00943,00160,01643,01172,2022-07-31,4,122.55,18.01,11.29,208.94,00584
00944,01945,01137,00193,2022-08-01,6,68.3,6.22,14.1,802.87,01020
00945,00229,00556,01961,2022-08-02,6,212.52,13.33,10.33,839.84,01731
00946,00300,00551,01155,2022-08-03,7,416.62,9.22,10.33,222.2,00293
00947,00581,00223,00444,2022-08-04,3,291.84,9.86,14.87,221.49,00498
00948,01059,01918,00173,2022-08-05,2,417.73,8.25,14.91,871.29,01602
00949,00041,01976,00946,2022-08-06,4,468.17,7.14,5.11,873.12,01507
00950,01300,00421,01816,2022-08-07,4,640.48,4.7,13.33,326.78,01324
00951,00216,01269,01501,2022-08-08,6,220.42,1.55,13.14,896.32,00651
00952,01660,00365,01599,2022-08-09,5,541.97,12.23,14.92,982.79,00681
00953,01781,01803,01033,2022-08-10,9,609.66,6.31,6.6,372.87,00957
00954,00341,01654,00319,2022-08-11,5,536.04,6.08,13.81,197.46,01863
00955,00390,00054,00750,2022-08-12,6,461.95,11.45,9.56,948.71,00715
00956,00487,01757,01140,2022-08-13,6,103.97,16.93,10.97,518.64,00214
00957,01995,01690,00262,2022-08-14,4,520.47,9.78,5.27,338.42,01819
00958,00436,01556,01255,2022-08-15,5,142.61,2.63,7.93,642.57,01489
00959,00809,01326,00887,2022-08-16,1,160.25,11.33,8.18,878.01,01406
00960,00029,01247,00644,2022-08-17,4,109.86,7.26,13.07,259.74,00665
00961,01400,01516,00956,2022-08-18,9,192.79,0.81,5.8,282.11,01967
00962,00833,00963,00273,2022-08-19,4,645.58,1.52,13.28,441.1,01570
00963,01361,01046,00136,2022-08-20,7,426.01,6.06,9.0,666.56,00421
00964,01919,00657,01225,2022-08-21,5,225.32,12.65,5.17,507.54,01867
00965,01194,01611,01897,2022-08-22,2,481.55,17.12,13.85,524.85,00346
00966,00260,00650,01747,2022-08-23,5,494.57,5.68,10.82,372.21,00960
00967,00128,01439,00629,2022-08-24,6,184.68,5.82,9.66,954.51,00120
00968,01372,00533,00918,2022-08-25,4,305.76,9.35,13.96,587.73,00473
00969,01900,00914,01740,2022-08-26,4,476.53,9.56,7.6,547.79,00569
00970,01069,01738,00337,2022-08-27,4,513.87,3.44,14.49,677.93,01366
00971,01911,00891,00705,2022-08-28,1,273.45,1.42,6.17,131.77,01831
00972,01767,00644,00234,2022-08-29,10,671.42,1.23,5.15,375.75,00720
00973,00955,01165,01144,2022-08-30,6,196.43,6.19,9.6,736.87,00886
00974,00203,01000,00487,2022-08-31,3,207.43,14.56,12.17,758.84,00304
00975,00612,00870,01665,2022-09-01,2,441.7,16.81,11.5,711.6,00989
00976,01847,00991,00536,2022-09-02,7,381.32,7.34,8.59,248.47,00679
00977,01894,00927,00533,2022-09-03,1,234.46,14.3,10.94,251.18,01843
00978,00023,01586,01832,2022-09-04,7,449.42,4.62,5.02,953.49,00785
00979,00141,00194,00399,2022-09-05,7,497.71,18.49,11.15,833.27,00614
00980,01562,00898,00510,2022-09-06,7,296.09,1.76,10.6,426.02,01384
00981,00809,01755,00679,2022-09-07,6,637.94,19.7,7.39,690.24,01262
00982,00741,01060,00141,2022-09-08,5,195.96,3.66,10.39,470.44,00223
00983,01576,00609,00529,2022-09-09,10,577.64,11.58,5.99,180.84,01304
00984,01897,00142,00744,2022-09-10,10,108.36,16.19,6.39,390.48,01533
00985,01311,01499,01427,2022-09-11,4,620.86,0.14,10.45,635.39,01788
00986,01572,01332,00385,2022-09-12,6,367.73,9.21,5.68,988.93,00234
00987,00546,01931,01340,2022-09-13,6,168.76,16.1,9.35,825.33,00630
00988,01589,00013,00756,2022-09-14,7,141.34,6.23,5.24,754.63,01933
00989,01704,01208,01176,2022-09-15,5,247.83,10.96,9.47,964.37,00765
00990,00207,01753,01101,2022-09-16,1,336.39,2.79,8.63,944.2,01957
00991,00044,01923,01325,2022-09-17,9,387.72,0.22,6.13,718.35,01183
00992,01373,00702,01599,2022-09-18,2,449.75,15.01,7.61,611.12,00812
00993,00578,00649,00755,2022-09-19,5,134.23,9.34,6.9,900.52,00335
00994,01021,01593,01839,2022-09-20,9,140.03,10.17,8.81,833.77,01772
00995,01771,01237,00529,2022-09-21,1,146.54,13.8,6.22,767.91,00087
00996,01111,01425,00147,2022-09-22,4,289.68,13.97,14.85,500.56,01845
00997,00701,01823,00514,2022-09-23,3,179.07,0.04,8.53,380.08,01786
00998,01721,01410,00478,2022-09-24,1,78.93,19.96,12.38,993.2,01332
00999,01266,00531,01482,2022-09-25,8,642.09,19.2,5.85,898.3,00069
01000,01321,01976,01593,2022-09-26,8,171.96,12.98,11.04,726.08,00459
01001,00095,01630,01400,2022-09-27,5,234.77,4.07,14.93,207.13,01525
01002,01273,00164,00545,2022-09-28,3,223.42,5.2,11.25,360.29,00364
01003,00503,01473,01949,2022-09-29,8,484.94,2.19,9.04,833.18,00189
01004,00058,01525,00199,2022-09-30,5,423.23,6.63,8.63,766.7,01713
01005,01989,01227,00227,2022-10-01,3,132.6,18.13,5.13,256.17,01661
01006,01406,00765,00295,2022-10-02,6,695.61,8.21,6.61,977.66,01716
01007,01232,00282,01564,2022-10-03,7,223.05,10.26,6.78,586.03,00107
01008,01735,01316,00722,2022-10-04,7,245.89,12.36,6.73,872.98,00874
01009,01603,01412,00370,2022-10-05,7,639.06,12.75,8.14,206.61,00490
01010,00554,00886,01236,2022-10-06,7,604.92,8.96,5.66,549.25,01971
01011,00606,00489,00064,2022-10-07,3,73.32,2.8,14.39,391.03,00588
01012,00648,01887,01293,2022-10-08,2,444.21,18.91,13.81,532.95,01519
01013,01092,01987,01135,2022-10-09,4,517.41,14.17,12.07,928.89,00880
01014,00066,01583,01081,2022-10-10,7,243.97,8.01,14.46,791.51,01636
01015,00124,01105,00170,2022-10-11,4,604.69,2.82,13.35,454.95,01190
01016,00894,01748,00212,2022-10-12,4,446.05,5.74,6.27,622.43,01055
01017,00120,01856,00236,2022-10-13,9,146.2,15.63,14.26,677.1,01072
01018,00448,01497,00453,2022-10-14,3,239.0,8.19,12.5,930.53,01163
01019,01936,00489,00780,2022-10-15,9,580.36,16.74,6.39,104.42,00347
01020,01702,00192,00195,2022-10-16,9,388.16,17.8,11.48,234.46,00506
01021,00728,00487,00244,2022-10-17,5,381.52,17.08,12.92,915.04,00011
01022,00866,01791,00518,2022-10-18,4,594.33,18.63,11.65,251.34,00043
01023,01513,00128,01977,2022-10-19,6,142.93,6.58,5.63,748.34,01571
01024,01014,00897,00593,2022-10-20,6,386.22,11.82,11.97,147.63,01683
01025,00176,00168,01175,2022-10-21,9,594.16,3.27,5.09,956.67,00161
01026,01272,00705,00107,2022-10-22,5,526.72,14.88,9.38,697.62,00562
01027,00649,00029,01613,2022-10-23,7,622.48,11.95,10.41,371.84,00883
01028,01765,01444,01629,2022-10-24,6,319.25,1.97,6.88,601.28,00435
01029,00307,00579,00575,2022-10-25,9,337.46,1.32,6.44,933.14,01791
01030,00738,00241,00488,2022-10-26,10,181.3,7.78,5.37,708.34,00107
01031,01595,01916,01595,2022-10-27,7,517.66,9.83,6.9,974.86,00045
01032,00587,00812,01132,2022-10-28,7,394.28,18.66,8.55,188.47,00550
01033,00739,01279,01832,2022-10-29,10,414.29,3.71,12.71,428.07,00181
01034,01408,01317,01054,2022-10-30,10,654.24,10.37,5.81,635.64,01829
01035,00114,01704,01339,2022-10-31,5,170.66,3.96,11.61,802.5,01003
01036,00750,01826,00799,2022-11-01,8,238.48,19.44,8.79,917.36,00079
01037,00877,00214,01977,2022-11-02,7,633.58,18.87,8.55,933.71,01254
01038,01065,01274,01924,2022-11-03,1,95.97,2.98,13.07,659.4,00902
01039,00123,01311,00501,2022-11-04,5,573.28,4.16,8.06,634.62,01141
